Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
2014-12-16,23.77261734008789,74.4657974243164,59.070343017578125,55.89006805419922,26.6875,74.69000244140625,63.352500915527344,86.41000366210938,27.540000915527344,77.38999938964844,64.61250305175781,89.19999694824219,26.565000534057617,74.58999633789062,63.087501525878906,86.19000244140625,26.592500686645508,76.19000244140625,63.22999954223633,86.37999725341797,243162800,31554600,12050400,26372400
2014-12-17,24.364990234375,75.88153076171875,60.39202117919922,57.57822799682617,27.352500915527344,76.11000061035156,64.7699966430664,89.0199966430664,27.459999084472656,76.41000366210938,64.88999938964844,89.9000015258789,26.704999923706055,74.9000015258789,63.42499923706055,87.1500015258789,26.780000686645508,75.01000213623047,63.529998779296875,87.23999786376953,213647200,29203900,9714400,23323000
2014-12-18,25.08651351928711,78.16465759277344,61.57621383666992,58.96238708496094,28.162500381469727,78.4000015258789,66.04000091552734,91.16000366210938,28.162500381469727,78.4000015258789,66.11250305175781,91.16000366210938,27.665000915527344,76.51000213623047,65.28500366210938,88.4000015258789,27.967500686645508,76.88999938964844,65.45999908447266,90.37000274658203,236024800,34222100,10318000,22882700
2014-12-19,24.892772674560547,79.64020538330078,60.99577331542969,60.566444396972656,27.94499969482422,79.87999725341797,65.4175033569336,93.63999938964844,28.309999465942383,80.0,66.1449966430664,93.63999938964844,27.915000915527344,78.33000183105469,65.34500122070312,89.61000061035156,28.065000534057617,78.75,65.83999633789062,90.20999908447266,353719200,43335000,15563600,38469000
2014-12-22,25.151103973388672,81.20549774169922,61.58782958984375,60.36594009399414,28.235000610351562,81.44999694824219,66.05249786376953,93.33000183105469,28.372499465942383,81.88999938964844,66.07749938964844,93.66999816894531,27.99250030517578,80.0,65.50749969482422,92.44999694824219,28.040000915527344,80.08000183105469,65.6050033569336,92.95999908447266,180670000,31395800,5680000,17871800
2014-12-23,25.062015533447266,80.3680191040039,61.83259582519531,61.18090057373047,28.135000228881836,80.61000061035156,66.31500244140625,94.58999633789062,28.332500457763672,82.16999816894531,66.6050033569336,95.18000030517578,28.114999771118164,80.4000015258789,66.01499938964844,93.05000305175781,28.3075008392334,82.0199966430664,66.25250244140625,93.5199966430664,104113600,19865800,5537600,13706500
2014-12-24,24.944000244140625,80.52753448486328,62.38505554199219,60.657005310058594,28.002500534057617,80.7699966430664,66.90750122070312,93.77999877929688,28.177499771118164,81.43000030517578,67.2125015258789,94.25,28.002500534057617,80.75,66.34500122070312,92.9800033569336,28.145000457763672,81.02999877929688,66.37249755859375,94.22000122070312,57918400,7685500,5236800,6875700
2014-12-26,25.384925842285156,80.53751373291016,62.149620056152344,60.28832244873047,28.497499465942383,80.77999877929688,66.65499877929688,93.20999908447266,28.6299991607666,81.27999877929688,67.33000183105469,94.43000030517578,28.002500534057617,80.51000213623047,66.65499877929688,92.62000274658203,28.024999618530273,81.0199966430664,66.90750122070312,93.98999786376953,134884000,10647400,4768800,10585000
2014-12-29,25.36712074279785,79.77979278564453,61.872222900390625,60.19776153564453,28.477500915527344,80.0199966430664,66.35749816894531,93.06999969482422,28.6924991607666,80.95999908447266,66.92500305175781,93.86000061035156,28.424999237060547,79.70999908447266,66.26249694824219,92.88999938964844,28.447500228881836,80.48999786376953,66.62000274658203,93.33000183105469,110395600,14134700,5262400,9892100
2014-12-30,25.057567596435547,78.9822006225586,61.667083740234375,60.16542434692383,28.1299991607666,79.22000122070312,66.13749694824219,93.0199966430664,28.479999542236328,80.58999633789062,66.34500122070312,93.38999938964844,28.02750015258789,79.0999984741211,65.7699966430664,92.51000213623047,28.40999984741211,79.8499984741211,66.2750015258789,92.7699966430664,119526000,14370800,4781600,8743400
2014-12-31,24.58099937438965,77.7857894897461,61.119319915771484,59.79676818847656,27.594999313354492,78.0199966430664,65.55000305175781,92.44999694824219,28.282499313354492,79.80000305175781,66.8125,93.12999725341797,27.552499771118164,77.86000061035156,65.54499816894531,92.05999755859375,28.204999923706055,79.54000091552734,66.37000274658203,92.41999816894531,165613600,19935400,5904800,11337200
2015-01-02,24.347169876098633,78.21450805664062,61.776641845703125,60.04253387451172,27.332500457763672,78.44999694824219,66.25499725341797,92.83000183105469,27.860000610351562,78.93000030517578,66.6875,93.05000305175781,26.837499618530273,77.69999694824219,65.62249755859375,91.80999755859375,27.84749984741211,78.58000183105469,65.84500122070312,92.25,212818400,18177500,8389600,10220400
2015-01-05,23.66127586364746,76.95828247070312,60.41301345825195,58.3996696472168,26.5625,77.19000244140625,64.7925033569336,90.29000091552734,27.162500381469727,79.25,65.875,92.4000015258789,26.352500915527344,76.86000061035156,64.71749877929688,89.5,27.072500228881836,77.9800033569336,65.87249755859375,92.0999984741211,257142000,26452200,12751200,18502400
2015-01-06,23.66350746154785,75.9214096069336,60.02372741699219,58.089176177978516,26.565000534057617,76.1500015258789,64.375,89.80999755859375,26.857500076293945,77.58999633789062,65.19499969482422,91.41000366210938,26.157499313354492,75.36000061035156,63.71500015258789,89.0199966430664,26.635000228881836,77.2300033569336,64.94750213623047,90.23999786376953,263188400,27399300,11070000,16670700
2015-01-07,23.995323181152344,75.9214096069336,60.82792282104492,58.67777633666992,26.9375,76.1500015258789,65.23750305175781,90.72000122070312,27.049999237060547,77.36000061035156,65.28500366210938,91.4800033569336,26.674999237060547,75.81999969482422,64.36250305175781,90.0,26.799999237060547,76.76000213623047,64.61000061035156,90.6500015258789,160423600,22045300,9346800,13590700
2015-01-08,24.917266845703125,77.94532012939453,61.64379119873047,59.65446472167969,27.97249984741211,78.18000030517578,66.11250305175781,92.2300033569336,28.037500381469727,78.2300033569336,66.27999877929688,92.2699966430664,27.174999237060547,76.08000183105469,65.65750122070312,91.0,27.3075008392334,76.73999786376953,65.80000305175781,91.25,237458000,23961000,10443200,15487500
2015-01-09,24.944000244140625,77.50663757324219,60.73003005981445,59.570369720458984,28.002500534057617,77.73999786376953,65.13249969482422,92.0999984741211,28.3125,78.62000274658203,66.11750030517578,92.77999877929688,27.552499771118164,77.19999694824219,64.94249725341797,91.37000274658203,28.167499542236328,78.19999694824219,65.90249633789062,92.30000305175781,214798000,21157000,10523600,14488400
2015-01-12,24.32935333251953,76.48970031738281,60.61112594604492,58.425514221191406,27.3125,76.72000122070312,65.00499725341797,90.33000183105469,28.157499313354492,78.0,65.5,91.33999633789062,27.200000762939453,76.20999908447266,64.78500366210938,89.81999969482422,28.149999618530273,77.83999633789062,65.26000213623047,91.23999786376953,198603200,19190200,6425600,15176300
2015-01-13,24.545366287231445,76.22050476074219,60.78831481933594,58.21209716796875,27.55500030517578,76.44999694824219,65.19499969482422,90.0,28.200000762939453,78.08000183105469,66.45249938964844,91.43000030517578,27.227500915527344,75.8499984741211,64.77749633789062,89.11000061035156,27.857500076293945,77.2300033569336,65.50499725341797,90.87999725341797,268367600,25179600,10284000,17469000
2015-01-14,24.45183563232422,76.05101776123047,59.57151794433594,58.04391860961914,27.450000762939453,76.27999877929688,63.88999938964844,89.73999786376953,27.622499465942383,77.19999694824219,64.6500015258789,89.88999938964844,27.125,76.02999877929688,63.529998779296875,87.26000213623047,27.260000228881836,76.41999816894531,64.16000366210938,88.94999694824219,195826400,25918600,12225200,23272100
2015-01-15,23.788206100463867,73.82772064208984,59.00508117675781,57.53942108154297,26.704999923706055,74.05000305175781,63.282501220703125,88.95999908447266,27.514999389648438,76.56999969482422,64.36750030517578,90.66000366210938,26.665000915527344,73.54000091552734,63.09000015258789,88.51000213623047,27.5,76.4000015258789,64.17749786376953,90.43000030517578,240056000,34134000,10569200,18759600
2015-01-16,23.603364944458008,74.95431518554688,59.42931365966797,58.93650817871094,26.497499465942383,75.18000030517578,63.73749923706055,91.12000274658203,26.895000457763672,75.31999969482422,63.775001525878906,91.19000244140625,26.299999237060547,73.83999633789062,62.875,88.9800033569336,26.75749969482422,74.04000091552734,62.974998474121094,88.9800033569336,314053200,21791500,11137200,17713100
2015-01-20,24.211326599121094,76.01113891601562,59.869873046875,58.917091369628906,27.18000030517578,76.23999786376953,64.20999908447266,91.08999633789062,27.24250030517578,76.30999755859375,64.92250061035156,91.77999877929688,26.625,74.81999969482422,63.564998626708984,90.37999725341797,26.959999084472656,75.72000122070312,64.05500030517578,91.13999938964844,199599600,22821600,14933200,16761000
2015-01-21,24.396163940429688,76.50963592529297,59.97245407104492,59.42161178588867,27.387500762939453,76.73999786376953,64.31999969482422,91.87000274658203,27.764999389648438,77.30000305175781,64.90750122070312,91.98999786376953,27.0674991607666,75.8499984741211,63.625,91.01000213623047,27.237499237060547,76.16000366210938,64.04000091552734,91.73999786376953,194303600,25096700,9784000,14276400
2015-01-22,25.030838012695312,77.41691589355469,60.04703903198242,60.068416595458984,28.100000381469727,77.6500015258789,64.4000015258789,92.87000274658203,28.11750030517578,77.75,64.75,92.97000122070312,27.43000030517578,76.68000030517578,63.342498779296875,91.31999969482422,27.565000534057617,77.16999816894531,63.86249923706055,92.30999755859375,215185600,19519500,11566000,13559000
2015-01-23,25.160005569458008,77.59636688232422,60.20787048339844,58.787757873535156,28.2450008392334,77.83000183105469,64.57250213623047,90.88999938964844,28.4375,78.19000244140625,65.1624984741211,92.4800033569336,27.88249969482422,77.04000091552734,64.54499816894531,90.79000091552734,28.075000762939453,77.6500015258789,64.62999725341797,92.27999877929688,185859200,16746500,6166800,14706300
2015-01-26,25.186723709106445,77.2673568725586,59.7976188659668,59.35044860839844,28.274999618530273,77.5,64.13249969482422,91.76000213623047,28.59000015258789,78.47000122070312,64.32250213623047,91.94000244140625,28.200000762939453,77.29000091552734,63.45000076293945,90.47000122070312,28.434999465942383,77.9800033569336,64.23500061035156,90.61000061035156,222460000,19260800,8552400,10672500
2015-01-27,24.30486488342285,75.5525131225586,58.506229400634766,58.8265380859375,27.28499984741211,75.77999877929688,62.747501373291016,90.94999694824219,28.1200008392334,76.87999725341797,63.4474983215332,91.5999984741211,27.25749969482422,75.62999725341797,62.14500045776367,90.5999984741211,28.104999542236328,76.70999908447266,63.4474983215332,91.23999786376953,382274800,20110000,11027600,12301500
2015-01-28,25.67888069152832,76.01113891601562,57.42697525024414,56.88615417480469,28.827499389648438,76.23999786376953,61.59000015258789,87.94999694824219,29.530000686645508,77.63999938964844,63.252498626708984,90.93000030517578,28.827499389648438,76.0,61.57500076293945,87.81999969482422,29.407499313354492,76.9000015258789,63.13249969482422,90.87999725341797,585908400,53306400,11430800,17829700
2015-01-29,26.47835922241211,77.76585388183594,57.80924987792969,56.64683151245117,29.725000381469727,78.0,62.0,87.58000183105469,29.797500610351562,78.0199966430664,62.20000076293945,88.26000213623047,28.889999389648438,74.20999908447266,61.29249954223633,86.02999877929688,29.079999923706055,76.8499984741211,61.88249969482422,88.22000122070312,337745600,61293500,15668400,22683000
2015-01-30,26.090866088867188,75.68213653564453,59.419986724853516,56.543331146240234,29.290000915527344,75.91000366210938,63.727500915527344,87.41999816894531,30.0,78.16000366210938,65.90499877929688,88.41999816894531,29.212499618530273,75.75,63.727500915527344,86.25,29.600000381469727,78.0,65.0999984741211,87.16000366210938,334982000,42649500,22151600,22679900
2015-02-02,26.418228149414062,74.764892578125,59.520233154296875,57.9404296875,29.657499313354492,74.98999786376953,63.834999084472656,89.58000183105469,29.792499542236328,76.13999938964844,64.07749938964844,89.58999633789062,29.020000457763672,73.75,62.42499923706055,87.5,29.512500762939453,76.11000061035156,64.07749938964844,87.8499984741211,250956400,41955300,13665200,20306300
2015-02-03,26.422691345214844,75.17366790771484,60.55752944946289,59.667381286621094,29.662500381469727,75.4000015258789,64.94750213623047,92.25,29.772499084472656,75.58000183105469,65.11250305175781,92.33000183105469,29.40250015258789,73.86000061035156,63.685001373291016,90.80999755859375,29.625,75.19000244140625,64.17749786376953,90.9000015258789,207662800,26957700,15075600,21900900
2015-02-04,26.625335693359375,75.40296936035156,61.7463493347168,59.15642166137695,29.889999389648438,75.62999725341797,66.22250366210938,91.45999908447266,30.127500534057617,76.3499984741211,66.68250274658203,92.2699966430664,29.577499389648438,75.01000213623047,64.7750015258789,90.51000213623047,29.625,75.08999633789062,64.89749908447266,91.63999938964844,280598800,20277400,22170800,19632200
2015-02-05,26.815372467041016,75.3830337524414,63.35706329345703,59.73853302001953,29.985000610351562,75.61000061035156,67.94999694824219,92.36000061035156,30.0575008392334,75.9800033569336,67.94999694824219,92.54000091552734,29.8125,75.20999908447266,66.4749984741211,91.69999694824219,30.0049991607666,75.70999908447266,66.8125,92.38999938964844,168984800,15062600,16565600,12809000
2015-02-06,26.58956527709961,74.2464599609375,62.33610534667969,59.62776184082031,29.732500076293945,74.47000122070312,66.8550033569336,91.5,30.0625,75.69999694824219,68.11250305175781,92.27999877929688,29.612499237060547,74.25,66.51000213623047,90.95999908447266,30.0049991607666,75.68000030517578,67.9375,92.0999984741211,174826400,21211000,11242000,12331200
2015-02-09,26.766189575195312,74.21654510498047,61.87922286987305,59.66685104370117,29.93000030517578,74.44000244140625,66.36499786376953,91.55999755859375,29.959999084472656,74.83000183105469,67.08499908447266,92.29000091552734,29.607500076293945,73.44999694824219,66.31999969482422,91.23999786376953,29.637500762939453,74.05000305175781,66.85250091552734,91.4000015258789,155559200,16194300,7834400,11360700
2015-02-10,27.28040885925293,74.96429443359375,61.667083740234375,59.30842971801758,30.5049991607666,75.19000244140625,66.13749694824219,91.01000213623047,30.537500381469727,75.33999633789062,66.96749877929688,91.73999786376953,30.040000915527344,74.5,65.90750122070312,90.30000305175781,30.042499542236328,74.8499984741211,66.6875,91.73999786376953,248034000,15811300,9396800,12952900
2015-02-11,27.91982650756836,76.28033447265625,62.115474700927734,59.04125213623047,31.219999313354492,76.51000213623047,66.49749755859375,90.5999984741211,31.229999542236328,76.75,66.57499694824219,90.83000183105469,30.625,75.02999877929688,66.0625,89.79000091552734,30.6924991607666,75.08999633789062,66.24500274658203,90.0199966430664,294247200,20877400,8795600,12240600
2015-02-12,28.273067474365234,76.00117492675781,63.26441192626953,60.194705963134766,31.614999771118164,76.2300033569336,67.72750091552734,92.37000274658203,31.8700008392334,76.87000274658203,67.72750091552734,92.66000366210938,31.392499923706055,75.88999938964844,66.76499938964844,91.0199966430664,31.514999389648438,76.86000061035156,66.90499877929688,91.45999908447266,297898000,17235000,11641600,14843000
2015-02-13,28.411684036254883,75.51264190673828,62.96551513671875,60.84636688232422,31.770000457763672,75.73999786376953,67.40750122070312,93.37000274658203,31.81999969482422,76.4800033569336,68.1875,93.44999694824219,31.412500381469727,75.5,67.19499969482422,92.27999877929688,31.81999969482422,76.45999908447266,68.1875,92.69999694824219,217088800,18621900,8476000,12061000
2015-02-17,28.579362869262695,75.37306213378906,63.25504684448242,60.637821197509766,31.957500457763672,75.5999984741211,67.71749877929688,93.05000305175781,32.220001220703125,76.91000366210938,67.99749755859375,93.06999969482422,31.729999542236328,75.08000183105469,67.46749877929688,92.29000091552734,31.872499465942383,75.30000305175781,67.87000274658203,92.75,252609600,25254400,6810400,11758700
2015-02-18,28.778345108032227,76.47972869873047,62.84642028808594,59.30842971801758,32.18000030517578,76.70999908447266,67.27999877929688,91.01000213623047,32.19499969482422,76.9000015258789,67.75,91.98999786376953,31.862499237060547,75.44999694824219,67.0374984741211,90.38999938964844,31.907499313354492,75.94000244140625,67.71749877929688,91.98999786376953,179566800,22426400,6429200,19177900
2015-02-19,28.717979431152344,79.18159484863281,62.84173583984375,58.285301208496094,32.11249923706055,79.41999816894531,67.2750015258789,89.44000244140625,32.25749969482422,79.83999633789062,67.51750183105469,90.41999816894531,32.08250045776367,76.94999694824219,67.0,88.58000183105469,32.119998931884766,76.98999786376953,67.51750183105469,89.63999938964844,149449600,45851200,5654800,19350600
2015-02-20,28.952735900878906,79.66015625,63.75249099731445,58.59812545776367,32.375,79.9000015258789,68.25,89.91999816894531,32.375,80.33999633789062,68.25,89.94000244140625,32.01250076293945,79.19999694824219,66.76499938964844,88.8499984741211,32.154998779296875,79.55000305175781,67.26000213623047,89.4000015258789,195793600,36931700,9034800,15959900
2015-02-23,29.735239028930664,78.60333251953125,63.754817962646484,58.00510025024414,33.25,78.83999633789062,68.25250244140625,89.01000213623047,33.25,80.19000244140625,68.33000183105469,89.55000305175781,32.415000915527344,78.37999725341797,67.5625,88.73999786376953,32.505001068115234,79.95999908447266,68.23999786376953,89.26000213623047,283896400,24139100,6654800,12771800
2015-02-24,29.549673080444336,78.21450805664062,63.62872314453125,58.27227020263672,33.04249954223633,78.44999694824219,68.11750030517578,89.41999816894531,33.400001525878906,79.4800033569336,68.45249938964844,89.77999877929688,32.79249954223633,78.0999984741211,67.7925033569336,89.12999725341797,33.23500061035156,78.5,68.45249938964844,89.33000183105469,276912400,18897100,9045200,9990700
2015-02-25,28.793994903564453,79.3211669921875,63.754817962646484,58.38957214355469,32.1974983215332,79.55999755859375,68.25250244140625,89.5999984741211,32.900001525878906,80.19999694824219,68.55750274658203,89.69999694824219,32.037498474121094,78.5,67.81500244140625,89.08000183105469,32.88999938964844,78.5,67.81500244140625,89.56999969482422,298846800,25593800,6842800,9925700
2015-02-26,29.15842056274414,80.16862487792969,63.92762756347656,57.77048873901367,32.60499954223633,80.41000366210938,68.4375,88.6500015258789,32.717498779296875,81.37000274658203,68.625,89.18000030517578,31.65250015258789,79.72000122070312,68.00499725341797,88.08000183105469,32.1974983215332,79.87999725341797,68.30000305175781,89.12999725341797,365150000,31111900,13459600,13984000
2015-02-27,28.72021484375,78.73294830322266,63.35783004760742,57.69880676269531,32.1150016784668,78.97000122070312,67.82749938964844,88.54000091552734,32.64250183105469,81.2300033569336,68.54750061035156,89.27999877929688,32.060001373291016,78.62000274658203,67.82749938964844,88.33999633789062,32.5,80.68000030517578,68.36750030517578,88.88999938964844,248059200,30739200,7965200,13090600
2015-03-02,28.861068725585938,79.51060485839844,64.98784637451172,57.372982025146484,32.272499084472656,79.75,69.57250213623047,88.04000091552734,32.56999969482422,79.86000061035156,69.57250213623047,88.5199966430664,32.07500076293945,78.5199966430664,68.61000061035156,87.3499984741211,32.3125,79.0,69.17749786376953,88.33999633789062,192386800,21662500,11653600,13793700
2015-03-03,28.92143440246582,79.36104583740234,64.28958129882812,57.099266052246094,32.34000015258789,79.5999984741211,68.82499694824219,87.62000274658203,32.380001068115234,79.69999694824219,69.6624984741211,88.0199966430664,32.022499084472656,78.5199966430664,68.375,87.12999725341797,32.2400016784668,79.61000061035156,69.6624984741211,87.93000030517578,151265200,18635000,8807200,13493800
2015-03-04,28.738100051879883,80.65715026855469,63.92762756347656,56.81254577636719,32.1349983215332,80.9000015258789,68.4375,87.18000030517578,32.38999938964844,81.1500015258789,68.7874984741211,87.95999908447266,32.08000183105469,78.8499984741211,68.0625,86.93000030517578,32.275001525878906,79.30000305175781,68.7874984741211,87.95999908447266,126665200,28126700,8021200,13467600
2015-03-05,28.261890411376953,80.96621704101562,64.0163803100586,56.52579116821289,31.602500915527344,81.20999908447266,68.53250122070312,86.73999786376953,32.1875,81.98999786376953,68.78500366210938,87.19000244140625,31.440000534057617,81.05000305175781,68.4375,86.5199966430664,32.14500045776367,81.2300033569336,68.75,87.06999969482422,226068400,27825700,6756000,12527600
2015-03-06,28.304365158081055,79.76982116699219,62.897804260253906,55.802452087402344,31.649999618530273,80.01000213623047,67.33499908447266,85.62999725341797,32.342498779296875,81.33000183105469,68.62000274658203,86.5999984741211,31.565000534057617,79.83000183105469,67.3125,85.31999969482422,32.099998474121094,80.9000015258789,68.3499984741211,86.41000366210938,291368400,24488600,11590800,16070500
2015-03-09,28.425092697143555,79.2015380859375,63.38352584838867,55.49617004394531,31.78499984741211,79.44000244140625,67.8550033569336,85.16000366210938,32.39250183105469,79.91000366210938,68.05249786376953,86.37999725341797,31.264999389648438,78.62999725341797,67.2699966430664,85.12000274658203,31.989999771118164,79.68000030517578,67.62999725341797,86.12000274658203,354114000,18925100,8902000,14503800
2015-03-10,27.837100982666016,77.31721496582031,61.930999755859375,54.909664154052734,31.127500534057617,77.55000305175781,66.30000305175781,84.26000213623047,31.80500030517578,79.26000213623047,67.46499633789062,85.52999877929688,30.950000762939453,77.55000305175781,66.30000305175781,84.23999786376953,31.602500915527344,78.5,67.41000366210938,84.81999969482422,275426400,23067100,11125600,17195500
2015-03-11,27.329587936401367,77.33715057373047,61.825897216796875,54.753265380859375,30.559999465942383,77.56999969482422,66.1875,84.0199966430664,31.1924991607666,78.43000030517578,66.84500122070312,84.93000030517578,30.52750015258789,77.26000213623047,65.76249694824219,84.0,31.1875,77.80000305175781,66.40750122070312,84.93000030517578,275756000,20215700,12105200,13004700
2015-03-12,27.823692321777344,78.69306182861328,62.95381164550781,54.88361358642578,31.112499237060547,78.93000030517578,67.3949966430664,84.22000122070312,31.225000381469727,79.05000305175781,67.5,84.72000122070312,30.407499313354492,77.91000366210938,66.57499694824219,84.05999755859375,30.577499389648438,78.0999984741211,66.5999984741211,84.43000030517578,193450800,16093300,9530800,10792900
2015-03-13,27.63141632080078,77.81571197509766,61.89128494262695,54.65552520751953,30.897499084472656,78.05000305175781,66.25749969482422,83.87000274658203,31.350000381469727,79.37999725341797,67.20999908447266,84.18000030517578,30.645000457763672,77.68000030517578,66.125,82.68000030517578,31.100000381469727,78.5999984741211,67.20999908447266,83.9000015258789,207309200,18557300,12578800,16799900
2015-03-16,27.935476303100586,77.83563995361328,62.82304763793945,55.23551559448242,31.237499237060547,78.06999969482422,67.25499725341797,84.76000213623047,31.237499237060547,78.12000274658203,67.51249694824219,84.86000061035156,30.717500686645508,77.36000061035156,66.65750122070312,83.2699966430664,30.969999313354492,77.95999908447266,66.72250366210938,83.70999908447266,143497200,19305400,9849600,13516200
2015-03-17,28.402742385864258,79.12177276611328,61.76751708984375,54.7923698425293,31.760000228881836,79.36000061035156,66.125,84.08000183105469,31.829999923706055,79.77999877929688,67.08999633789062,84.8499984741211,31.412500381469727,78.33999633789062,66.03500366210938,84.0199966430664,31.475000381469727,78.36000061035156,67.01499938964844,84.54000091552734,204092400,22170000,14290800,12979700
2015-03-18,28.722450256347656,80.66712951660156,62.50777053833008,56.08918380737305,32.11750030517578,80.91000366210938,66.9175033569336,86.06999969482422,32.290000915527344,81.23999786376953,66.99500274658203,86.37000274658203,31.592500686645508,79.16999816894531,64.75250244140625,83.43000030517578,31.75,79.25,66.02249908447266,83.54000091552734,261083600,36912400,50658000,18745700
2015-03-19,28.505590438842773,82.50160217285156,62.40737533569336,55.00742721557617,31.875,82.75,66.80999755859375,84.41000366210938,32.3125,83.0,67.19000244140625,85.5,31.850000381469727,81.0,65.75,84.33000183105469,32.1875,81.12000274658203,66.83000183105469,85.19000244140625,183238000,42099500,15407500,12738500
2015-03-20,28.147871017456055,83.54845428466797,62.967830657958984,55.09214401245117,31.475000381469727,83.80000305175781,67.41000366210938,84.54000091552734,32.099998474121094,84.5999984741211,67.69999694824219,85.4000015258789,31.290000915527344,83.06999969482422,66.77999877929688,84.38999938964844,32.0625,83.38999938964844,67.25,84.66999816894531,274780400,44466300,15372000,36083500
2015-03-23,28.440753936767578,84.17655944824219,62.65959167480469,55.6721305847168,31.802499771118164,84.43000030517578,67.08000183105469,85.43000030517578,31.962499618530273,84.95999908447266,68.20999908447266,85.77999877929688,31.6299991607666,83.30000305175781,67.06999969482422,85.01000213623047,31.780000686645508,83.91999816894531,68.02999877929688,85.0199966430664,150838800,27357300,8128000,17450700
2015-03-24,28.324491500854492,85.05391693115234,62.678253173828125,55.0791015625,31.672500610351562,85.30999755859375,67.0999984741211,84.5199966430664,32.0099983215332,86.06999969482422,67.69000244140625,85.77999877929688,31.639999389648438,84.5199966430664,66.83999633789062,84.5,31.8075008392334,84.70999908447266,67.0999984741211,85.30000305175781,131369200,32576500,6534800,10174300
2015-03-25,27.584468841552734,82.67108154296875,61.398536682128906,55.3006706237793,30.844999313354492,82.91999816894531,65.7300033569336,84.86000061035156,31.704999923706055,85.5199966430664,67.43000030517578,85.56999969482422,30.844999313354492,82.91999816894531,65.7300033569336,84.7699966430664,31.635000228881836,85.5,67.0999984741211,85.05000305175781,206620800,37436100,13054300,11934700
2015-03-26,27.776737213134766,82.76081848144531,61.26777267456055,54.94876480102539,31.059999465942383,83.01000213623047,65.58999633789062,84.31999969482422,31.219999313354492,83.7699966430664,66.30000305175781,85.56999969482422,30.649999618530273,82.13999938964844,65.0199966430664,84.08999633789062,30.690000534057617,82.72000122070312,65.25,85.30000305175781,190291600,32794800,9487200,14400700
